program	sural_DPN_case_association	DRG_Nageotte_ROI_association	GSE302658_baseline_symptom	GSE302658_within_patient_symptom_change	GSE302658_randomized_treatment_interaction	GSE286347_painful_painless_methylation_burden	GSE14806x_RNA_pathology_grouping	GSE14806x_RRBS_pathology_grouping	JCI_continuous_pathology	GSE295206_Nageotte_burden
P1	"{""status"":""SUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0504969177382452,""q"":0.0146103896103896,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.0043508153545874,""q"":0.0703125,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.0016799745893276,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""SUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.276516610610893,""q"":0.0230634689994652,""n_people"":95,""measurement"":""change association; 2/8 domains q<0.05; best burning_superficial"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.3841328881817097,""q"":0.8398973153125612,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.6,""q"":0.725,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best adjacent"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P2	"{""status"":""SUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0355009321050886,""q"":0.0146103896103896,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""EXPLORATORY"",""effect_direction"":""positive"",""effect_size"":0.0326902793690105,""q"":0.0401785714285714,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0029971495683632,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.105111738739404,""q"":0.521265834025515,""n_people"":95,""measurement"":""change association; 0/8 domains q<0.05; best pressing_deep"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0542002196932914,""q"":0.6085969405198082,""n_people"":92,""measurement"":""held-out signed burden from 27 fixed PROPGER regions"",""independence_note"":""PROPENG participants distinct from discovery cohort"",""claim_boundary"":""methylation burden, not RNA-score validation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0123123634137247,""q"":0.985710142898571,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.2571428571428572,""q"":0.9178571428571428,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best contrast"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P3	"{""status"":""EXPLORATORY"",""effect_direction"":""positive"",""effect_size"":0.0254459559081848,""q"":0.0751391465677179,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0010978100318407,""q"":0.28125,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.14096396084471,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.188765691643697,""q"":0.248387322071194,""n_people"":95,""measurement"":""change association; 0/8 domains q<0.05; best paresthesia_dysesthesia"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.2106095505681533,""q"":0.8398973153125612,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.8285714285714287,""q"":0.525,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best adjacent"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P4	"{""status"":""SUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0163320793528477,""q"":0.0194805194805194,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""EXPLORATORY"",""effect_direction"":""positive"",""effect_size"":0.0271329145060461,""q"":0.0401785714285714,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0193886212406353,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""SUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.284166456561453,""q"":0.0230634689994652,""n_people"":95,""measurement"":""change association; 3/8 domains q<0.05; best burning_superficial"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.1548652939323531,""q"":0.8398973153125612,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.6,""q"":0.725,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best contrast"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P5	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.0067523960673221,""q"":0.6341991341991342,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""EXPLORATORY"",""effect_direction"":""negative"",""effect_size"":-0.0358917718252527,""q"":0.0401785714285714,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":0,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":0,""measurement"":""change association; 0/8 domains q<0.05; best npsi_total"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":0,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.3237876381871321,""q"":0.8398973153125612,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0857142857142857,""q"":0.9194444444444444,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best whole_section_score"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P6	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.0098280128728479,""q"":0.5430194805194806,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""EXPLORATORY"",""effect_direction"":""positive"",""effect_size"":0.0212271060763585,""q"":0.0401785714285714,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.0437232317266936,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.116242403673193,""q"":0.528421061694447,""n_people"":95,""measurement"":""change association; 0/8 domains q<0.05; best paresthesia_dysesthesia"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.2230269456445943,""q"":0.8398973153125612,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.4285714285714286,""q"":0.9178571428571428,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best contrast"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P7	"{""status"":""EXPLORATORY"",""effect_direction"":""positive"",""effect_size"":0.0267471692281034,""q"":0.0751391465677179,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""EXPLORATORY"",""effect_direction"":""negative"",""effect_size"":-0.0110144455749961,""q"":0.0401785714285714,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.149250081382366,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.195422756217297,""q"":0.248387322071194,""n_people"":95,""measurement"":""change association; 0/8 domains q<0.05; best pressing_deep"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.1273752056823179,""q"":0.8398973153125612,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""positive"",""effect_size"":0.7142857142857143,""q"":0.6124999999999999,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best adjacent"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P8	"{""status"":""SUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0368927498444749,""q"":0.0146103896103896,""n_people"":12,""measurement"":""fixed RNA percentile-rank score"",""independence_note"":""same 12 JCI participants as historical corrected analysis"",""claim_boundary"":""association, not diagnosis or causality""}"	"{""status"":""EXPLORATORY"",""effect_direction"":""positive"",""effect_size"":0.0333275262269588,""q"":0.0401785714285714,""n_people"":6,""measurement"":""Nageotte minus adjacent neuronal ROI score"",""independence_note"":""six donors; sections not independent people"",""claim_boundary"":""diabetes history; explicit DPN diagnosis not established""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0053612048687661,""q"":0.998709160335763,""n_people"":100,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.104859715229365,""q"":0.521265834025515,""n_people"":95,""measurement"":""change association; 0/8 domains q<0.05; best pressing_deep"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":0.99812968222788,""n_people"":95,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0602830385536074,""q"":0.6085969405198082,""n_people"":92,""measurement"":""held-out signed burden from 25 fixed PROPGER regions"",""independence_note"":""PROPENG participants distinct from discovery cohort"",""claim_boundary"":""methylation burden, not RNA-score validation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.0053724749066637,""q"":0.985710142898571,""n_people"":49,""measurement"":""GSE148059 Degenerator versus Regenerator fixed RNA score"",""independence_note"":""RNA and RRBS participant overlap unknown"",""claim_boundary"":""processed-rlog exploratory association""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""negative"",""effect_size"":-0.2,""q"":0.9178571428571428,""n_people"":6,""measurement"":""Spearman with annotated-spot burden; best contrast"",""independence_note"":""six donors; equal donor weight"",""claim_boundary"":""spot fraction is not histologic area; no prediction claim""}"
P9	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""fixed RNA score"",""independence_note"":"""",""claim_boundary"":""fewer than 10 measured genes per arm""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""spatial ROI score"",""independence_note"":"""",""claim_boundary"":""P9 coverage failure""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":0,""measurement"":""best-q among 8 locked domains: npsi_total"",""independence_note"":""trial participants"",""claim_boundary"":""no baseline domain survived BH""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":0,""measurement"":""change association; 0/8 domains q<0.05; best npsi_total"",""independence_note"":""101 paired trial participants"",""claim_boundary"":""contemporaneous covariation, not prediction or treatment mediation""}"	"{""status"":""UNSUPPORTED"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":0,""measurement"":""2-df treatment interaction; best npsi_total"",""independence_note"":""randomized trial participants"",""claim_boundary"":""specific AZD2423 trial; no general treatment conclusion""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program-linked fixed-region burden"",""independence_note"":"""",""claim_boundary"":""fewer than 5 linked fixed regions""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""fixed RNA score"",""independence_note"":"""",""claim_boundary"":""P9 two-arm coverage failure""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""program promoter-methylation enrichment"",""independence_note"":""RNA-RRBS pairing not used"",""claim_boundary"":""bias-corrected gene-set method unavailable; assay-wide CpG trend is not program support""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor-linked continuous pathology"",""independence_note"":""JCI supplement audit"",""claim_boundary"":""only categorical axonal-loss grades publicly linked; already analyzed""}"	"{""status"":""NE"",""effect_direction"":""NA"",""effect_size"":null,""q"":null,""n_people"":null,""measurement"":""donor burden association"",""independence_note"":"""",""claim_boundary"":""P9 coverage failure""}"
