gene_id	finite_after_aggregate	all_zero_after_aggregate	eligible_rank	n_source_rows	n_eligible_source_rows
127379709	False	True	False	1	0
100310855	True	False	True	1	1
767557	True	False	True	1	1
403224	True	False	True	1	1
340357	True	False	True	1	1
692247	True	False	True	1	1
105369541	True	False	True	1	1
81160	False	True	False	1	0
5003	True	False	True	1	1
644030	True	False	True	1	1
390116	True	False	True	1	1
390167	False	True	False	1	0
100287896	True	False	True	1	1
387751	True	False	True	1	1
101929269	True	False	True	1	1
107403154	False	True	False	1	0
79534	False	True	False	1	0
81204	False	True	False	1	0
642799	True	False	True	1	1
106479051	False	True	False	1	0
645297	False	True	False	1	0
84769	True	False	True	1	1
105376671	True	False	True	1	1
105369528	True	False	True	1	1
503838	False	True	False	1	0
100420020	True	False	True	1	1
100532737	True	False	True	1	1
101927503	True	False	True	1	1
100499484	True	False	True	1	1
100422398	True	False	True	1	1
103695364	True	False	True	1	1
127379705	False	True	False	1	0
390137	False	True	False	1	0
107075154	True	False	True	1	1
100874333	True	False	True	1	1
729991	True	False	True	1	1
81164	False	True	False	1	0
619383	True	False	True	1	1
392196	False	True	False	1	0
79530	True	False	True	1	1
100420019	False	True	False	1	0
105376561	False	True	False	1	0
107075273	False	True	False	1	0
105369549	True	False	True	1	1
101410541	True	False	True	1	1
100421985	False	True	False	1	0
643381	False	True	False	1	0
81324	False	True	False	1	0
105376569	True	False	True	1	1
81166	False	True	False	1	0
392194	True	False	True	1	1
283299	True	False	True	1	1
106480239	False	True	False	1	0
100526825	True	False	True	1	1
100874251	True	False	True	1	1
106480434	False	True	False	1	0
106481729	True	False	True	1	1
101928823	True	False	True	1	1
10072	True	False	True	1	1
646770	False	True	False	1	0
100534593	True	False	True	1	1
404734	True	False	True	1	1
3846	True	False	True	1	1
55845	True	False	True	1	1
100128233	True	False	True	1	1
107984324	True	False	True	1	1
100287579	False	True	False	1	0
105369317	True	False	True	1	1
642623	True	False	True	1	1
390168	False	True	False	1	0
81198	False	True	False	1	0
100129129	True	False	True	1	1
441320	False	True	False	1	0
26592	True	False	True	1	1
115253419	False	True	False	1	0
57653	True	False	True	1	1
127525791	True	False	True	1	1
100874012	True	False	True	1	1
100421354	True	False	True	1	1
403305	True	False	True	1	1
403250	False	True	False	1	0
106480433	False	True	False	1	0
106480295	True	False	True	1	1
105369557	True	False	True	1	1
100420591	False	True	False	1	0
100528017	True	False	True	1	1
84992	False	True	False	1	0
403264	False	True	False	1	0
390131	False	True	False	1	0
105376647	True	False	True	1	1
100873989	True	False	True	1	1
81230	False	True	False	1	0
101928896	True	False	True	1	1
100533706	False	True	False	1	0
101929473	False	True	False	1	0
653166	False	True	False	1	0
390186	False	True	False	1	0
644335	False	True	False	1	0
101928837	True	False	True	1	1
122965337	False	True	False	1	0
100288097	True	False	True	1	1
57132	True	False	True	1	1
128385375	True	False	True	1	1
100422550	True	False	True	1	1
105376606	False	True	False	1	0
101927828	True	False	True	1	1
642791	False	True	False	1	0
124902814	True	False	True	1	1
79301	False	True	False	1	0
105376620	True	False	True	1	1
79494	False	True	False	1	0
124902718	True	False	True	1	1
504181	False	True	False	1	0
493861	True	False	True	1	1
100287520	False	True	False	1	0
100532732	True	False	True	1	1
255512	True	False	True	1	1
109703458	True	False	True	1	1
100874358	True	False	True	1	1
124902809	False	True	False	1	0
102723644	False	True	False	1	0
81226	False	True	False	1	0
103312105	True	False	True	1	1
112577518	True	False	True	1	1
101928944	True	False	True	1	1
100130274	False	True	False	1	0
105369423	False	True	False	1	0
109731405	True	False	True	1	1
100129032	False	True	False	1	0
388112	True	False	True	1	1
390139	False	True	False	1	0
127138868	True	False	True	1	1
106480346	True	False	True	1	1
8587	True	False	True	1	1
106479053	False	True	False	1	0
105375888	False	True	False	1	0
392187	False	True	False	1	0
403276	False	True	False	1	0
81208	False	True	False	1	0
219487	False	True	False	1	0
26591	True	False	True	1	1
646663	True	False	True	1	1
283194	True	False	True	1	1
100533181	True	False	True	1	1
105369525	False	True	False	1	0
399959	True	False	True	1	1
100131608	False	True	False	1	0
94304	False	True	False	1	0
646522	True	False	True	1	1
100188891	False	True	False	1	0
8585	False	True	False	1	0
253665	True	False	True	1	1
107984365	False	True	False	1	0
105376662	True	False	True	1	1
127379708	True	False	True	1	1
100526771	True	False	True	1	1
100421558	True	False	True	1	1
171391	True	False	True	1	1
106480270	False	True	False	1	0
115482702	False	True	False	1	0
403247	False	True	False	1	0
219865	True	False	True	1	1
23741	True	False	True	1	1
81210	False	True	False	1	0
403252	False	True	False	1	0
100420025	False	True	False	1	0
131840634	True	False	True	1	1
255725	True	False	True	1	1
79294	False	True	False	1	0
101928894	True	False	True	1	1
107075262	False	True	False	1	0
105369558	False	True	False	1	0
100421860	True	False	True	1	1
124902694	True	False	True	1	1
102723378	False	True	False	1	0
105369428	True	False	True	1	1
100420122	False	True	False	1	0
102723330	False	True	False	1	0
101928424	True	False	True	1	1
81163	False	True	False	1	0
105369584	False	True	False	1	0
139281643	True	False	True	1	1
81316	False	True	False	1	0
107075265	False	True	False	1	0
100422381	False	True	False	1	0
341230	False	True	False	1	0
105369318	True	False	True	1	1
105376588	False	True	False	1	0
100500938	True	False	True	1	1
107984359	True	False	True	1	1
101928813	True	False	True	1	1
101927708	True	False	True	1	1
259289	True	False	True	1	1
107984322	True	False	True	1	1
100133251	False	True	False	1	0
100289416	False	True	False	1	0
100422399	True	False	True	1	1
105369413	True	False	True	1	1
106480293	True	False	True	1	1
81201	False	True	False	1	0
643244	True	False	True	1	1
105376640	True	False	True	1	1
100873908	False	True	False	1	0
107987155	False	True	False	1	0
8843	True	False	True	1	1
255480	True	False	True	1	1
107984414	False	True	False	1	0
56145	True	False	True	1	1
105376562	True	False	True	1	1
100419761	True	False	True	1	1
127379745	False	True	False	1	0
282769	False	True	False	1	0
107075147	True	False	True	1	1
103581031	True	False	True	1	1
55096	True	False	True	1	1
100420121	False	True	False	1	0
387815	False	True	False	1	0
100132078	True	False	True	1	1
81211	False	True	False	1	0
101927120	True	False	True	1	1
101929089	True	False	True	1	1
100421160	True	False	True	1	1
401677	False	True	False	1	0
107984367	False	True	False	1	0
105374419	True	False	True	1	1
100874348	True	False	True	1	1
79498	False	True	False	1	0
124902632	True	False	True	1	1
79476	False	True	False	1	0
102724064	True	False	True	1	1
101929549	True	False	True	1	1
101928008	False	True	False	1	0
81236	False	True	False	1	0
102723838	False	True	False	1	0
127379692	False	True	False	1	0
387810	True	False	True	1	1
106480446	False	True	False	1	0
105375743	True	False	True	1	1
115482722	False	True	False	1	0
101409254	False	True	False	1	0
646801	False	True	False	1	0
59082	False	True	False	1	0
123466204	True	False	True	1	1
390273	True	False	True	1	1
645397	False	True	False	1	0
105369589	True	False	True	1	1
26690	False	True	False	1	0
100507144	True	False	True	1	1
728734	True	False	True	1	1
100528064	True	False	True	1	1
81488	True	False	True	1	1
106480785	False	True	False	1	0
729960	True	False	True	1	1
390117	False	True	False	1	0
390099	False	True	False	1	0
403312	True	False	True	1	1
81343	False	True	False	1	0
100130203	False	True	False	1	0
128385377	True	False	True	1	1
283177	True	False	True	1	1
107133511	True	False	True	1	1
100507521	True	False	True	1	1
341128	False	True	False	1	0
286103	True	False	True	1	1
91893	True	False	True	1	1
100420899	True	False	True	1	1
28693	True	False	True	1	1
254559	True	False	True	1	1
26534	False	True	False	1	0
401258	True	False	True	1	1
107984377	True	False	True	1	1
105370015	False	True	False	1	0
731157	True	False	True	1	1
101928317	False	True	False	1	0
84983	True	False	True	1	1
123706542	True	False	True	1	1
100420801	False	True	False	1	0
100873980	True	False	True	1	1
9865	True	False	True	1	1
400046	True	False	True	1	1
124538	True	False	True	1	1
23642	True	False	True	1	1
100885789	True	False	True	1	1
100130776	True	False	True	1	1
102723544	True	False	True	1	1
101928554	True	False	True	1	1
100419932	True	False	True	1	1
101927922	True	False	True	1	1
105379407	True	False	True	1	1
196475	True	False	True	1	1
79549	True	False	True	1	1
105370016	False	True	False	1	0
347265	True	False	True	1	1
497189	True	False	True	1	1
100419928	True	False	True	1	1
259295	True	False	True	1	1
104169670	True	False	True	1	1
100421201	False	True	False	1	0
100129053	False	True	False	1	0
100506649	True	False	True	1	1
100288543	True	False	True	1	1
100874249	True	False	True	1	1
390251	False	True	False	1	0
283487	True	False	True	1	1
107075251	False	True	False	1	0
103752584	True	False	True	1	1
121296	False	True	False	1	0
105369438	True	False	True	1	1
105369329	True	False	True	1	1
283320	True	False	True	1	1
101927901	True	False	True	1	1
1548	True	False	True	1	1
106480447	False	True	False	1	0
102724265	True	False	True	1	1
101926945	False	True	False	1	0
101927540	True	False	True	1	1
106478981	False	True	False	1	0
390306	True	False	True	1	1
643668	True	False	True	1	1
390282	True	False	True	1	1
105370060	False	True	False	1	0
101928300	True	False	True	1	1
338413	False	True	False	1	0
105369595	True	False	True	1	1
100422582	True	False	True	1	1
101927637	False	True	False	1	0
100874234	False	True	False	1	0
645328	True	False	True	1	1
101060038	True	False	True	1	1
493913	True	False	True	1	1
100127954	False	True	False	1	0
1519	True	False	True	1	1
84334	True	False	True	1	1
10597	True	False	True	1	1
161582	True	False	True	1	1
390301	True	False	True	1	1
160410	True	False	True	1	1
100421617	True	False	True	1	1
9668	True	False	True	1	1
100132520	True	False	True	1	1
112268105	True	False	True	1	1
100131779	False	True	False	1	0
101929584	False	True	False	1	0
101928471	True	False	True	1	1
102606463	True	False	True	1	1
127379703	False	True	False	1	0
100419827	True	False	True	1	1
100507203	True	False	True	1	1
105375015	True	False	True	1	1
102724433	False	True	False	1	0
259293	True	False	True	1	1
117751741	True	False	True	1	1
100862680	True	False	True	1	1
101928940	True	False	True	1	1
100874356	True	False	True	1	1
7556	True	False	True	1	1
90649	True	False	True	1	1
101929027	True	False	True	1	1
85027	True	False	True	1	1
400011	True	False	True	1	1
654370	True	False	True	1	1
100421658	False	True	False	1	0
105369810	False	True	False	1	0
105369807	True	False	True	1	1
3145	True	False	True	1	1
338412	True	False	True	1	1
106480232	False	True	False	1	0
105370061	False	True	False	1	0
113523642	True	False	True	1	1
7768	True	False	True	1	1
105369507	True	False	True	1	1
100270648	True	False	True	1	1
22970	True	False	True	1	1
100420356	True	False	True	1	1
105370635	True	False	True	1	1
645993	True	False	True	1	1
101927616	False	True	False	1	0
124902888	False	True	False	1	0
51802	False	True	False	1	0
100419700	False	True	False	1	0
102723895	True	False	True	1	1
259290	True	False	True	1	1
100129779	True	False	True	1	1
105369728	True	False	True	1	1
373863	True	False	True	1	1
27164	True	False	True	1	1
28675	True	False	True	1	1
100420983	False	True	False	1	0
100420116	False	True	False	1	0
101928200	True	False	True	1	1
11232	True	False	True	1	1
100422382	True	False	True	1	1
100129361	True	False	True	1	1
100506691	True	False	True	1	1
100996679	False	True	False	1	0
28692	True	False	True	1	1
101928138	True	False	True	1	1
101060006	True	False	True	1	1
79290	True	False	True	1	1
100996246	True	False	True	1	1
101929384	True	False	True	1	1
28516	True	False	True	1	1
400087	True	False	True	1	1
107984440	True	False	True	1	1
100132086	False	True	False	1	0
100996333	True	False	True	1	1
124902904	True	False	True	1	1
100421202	False	True	False	1	0
100009676	True	False	True	1	1
105369378	True	False	True	1	1
649159	False	True	False	1	0
100420580	True	False	True	1	1
100420583	False	True	False	1	0
101927694	False	True	False	1	0
387837	True	False	True	1	1
105369804	True	False	True	1	1
100288695	True	False	True	1	1
100132172	True	False	True	1	1
266656	True	False	True	1	1
59348	True	False	True	1	1
105369443	False	True	False	1	0
105369332	True	False	True	1	1
101927735	False	True	False	1	0
5222	True	False	True	1	1
100421622	True	False	True	1	1
123466205	True	False	True	1	1
101928943	False	True	False	1	0
105370014	False	True	False	1	0
101928290	True	False	True	1	1
3255	False	True	False	1	0
246744	True	False	True	1	1
56242	True	False	True	1	1
390340	False	True	False	1	0
139225793	True	False	True	1	1
100431172	True	False	True	1	1
100130111	True	False	True	1	1
388327	True	False	True	1	1
105370035	True	False	True	1	1
84290	True	False	True	1	1
127138859	True	False	True	1	1
400013	True	False	True	1	1
105369609	True	False	True	1	1
160728	True	False	True	1	1
105370024	True	False	True	1	1
101928162	True	False	True	1	1
390297	True	False	True	1	1
100419929	True	False	True	1	1
105369340	True	False	True	1	1
105369323	True	False	True	1	1
96626	True	False	True	1	1
100129128	True	False	True	1	1
338414	True	False	True	1	1
139432815	False	True	False	1	0
107984516	True	False	True	1	1
139281663	True	False	True	1	1
350383	True	False	True	1	1
107126289	True	False	True	1	1
3240	True	False	True	1	1
105369691	True	False	True	1	1
100420119	False	True	False	1	0
100287837	True	False	True	1	1
115072896	True	False	True	1	1
105370424	False	True	False	1	0
643037	True	False	True	1	1
102724165	True	False	True	1	1
106780802	True	False	True	1	1
100420590	True	False	True	1	1
105369635	True	False	True	1	1
57189	True	False	True	1	1
105370022	True	False	True	1	1
106479024	True	False	True	1	1
26065	True	False	True	1	1
283948	True	False	True	1	1
390652	True	False	True	1	1
440153	True	False	True	1	1
100287148	True	False	True	1	1
574028	True	False	True	1	1
100129078	False	True	False	1	0
5726	False	True	False	1	0
100128191	True	False	True	1	1
100128817	False	True	False	1	0
100506606	True	False	True	1	1
100534589	True	False	True	1	1
102724890	True	False	True	1	1
101928685	True	False	True	1	1
283459	True	False	True	1	1
105369848	True	False	True	1	1
100420900	False	True	False	1	0
256021	True	False	True	1	1
100422296	True	False	True	1	1
101927653	True	False	True	1	1
100288798	True	False	True	1	1
100506551	True	False	True	1	1
196469	True	False	True	1	1
105369911	True	False	True	1	1
101926933	True	False	True	1	1
100420901	False	True	False	1	0
644584	True	False	True	1	1
267005	False	True	False	1	0
100381270	True	False	True	1	1
459	False	True	False	1	0
8972	True	False	True	1	1
283335	True	False	True	1	1
105369759	True	False	True	1	1
120766144	True	False	True	1	1
100129777	False	True	False	1	0
2342	True	False	True	1	1
100128248	True	False	True	1	1
100422886	False	True	False	1	0
644746	True	False	True	1	1
125775239	True	False	True	1	1
105369791	True	False	True	1	1
729747	True	False	True	1	1
120766149	True	False	True	1	1
102724663	True	False	True	1	1
347894	True	False	True	1	1
100127967	False	True	False	1	0
124902923	True	False	True	1	1
642426	True	False	True	1	1
127525795	True	False	True	1	1
101927058	True	False	True	1	1
100420981	True	False	True	1	1
253970	False	True	False	1	0
102724934	True	False	True	1	1
644998	False	True	False	1	0
100529097	True	False	True	1	1
120766143	True	False	True	1	1
105369785	True	False	True	1	1
100652999	True	False	True	1	1
100873924	True	False	True	1	1
124903398	True	False	True	1	1
105369865	True	False	True	1	1
128385372	True	False	True	1	1
100533757	True	False	True	1	1
101101773	True	False	True	1	1
100421126	False	True	False	1	0
101927318	True	False	True	1	1
90589	True	False	True	1	1
8693	True	False	True	1	1
105369984	True	False	True	1	1
112935960	True	False	True	1	1
100312809	False	True	False	1	0
101927081	True	False	True	1	1
400036	True	False	True	1	1
379025	True	False	True	1	1
100287355	False	True	False	1	0
105370431	True	False	True	1	1
646828	True	False	True	1	1
105369954	True	False	True	1	1
100506125	True	False	True	1	1
100462830	False	True	False	1	0
109729127	True	False	True	1	1
100128678	True	False	True	1	1
105369854	True	False	True	1	1
120766146	True	False	True	1	1
100506844	True	False	True	1	1
151534	True	False	True	1	1
255783	True	False	True	1	1
10330	True	False	True	1	1
100132698	False	True	False	1	0
124903002	True	False	True	1	1
100419293	False	True	False	1	0
101928420	False	True	False	1	0
93432	True	False	True	1	1
105369908	True	False	True	1	1
101928449	False	True	False	1	0
105370423	False	True	False	1	0
105369840	True	False	True	1	1
100422528	False	True	False	1	0
100420011	True	False	True	1	1
105369717	True	False	True	1	1
390322	True	False	True	1	1
121054	False	True	False	1	0
124902964	True	False	True	1	1
101929084	False	True	False	1	0
101927292	True	False	True	1	1
100506911	False	True	False	1	0
101927038	False	True	False	1	0
100418731	False	True	False	1	0
124903074	False	True	False	1	0
728698	True	False	True	1	1
81047	False	True	False	1	0
100127978	False	True	False	1	0
120766150	True	False	True	1	1
400026	True	False	True	1	1
101928062	True	False	True	1	1
105370000	True	False	True	1	1
102725045	True	False	True	1	1
101927062	True	False	True	1	1
400174	True	False	True	1	1
100421413	True	False	True	1	1
101059974	False	True	False	1	0
100873341	False	True	False	1	0
101929110	True	False	True	1	1
101929058	False	True	False	1	0
100294713	False	True	False	1	0
641695	True	False	True	1	1
105369900	True	False	True	1	1
401717	True	False	True	1	1
105369758	True	False	True	1	1
1523	True	False	True	1	1
347703	False	True	False	1	0
100134934	True	False	True	1	1
100533970	True	False	True	1	1
100422374	False	True	False	1	0
106480680	False	True	False	1	0
255411	True	False	True	1	1
105369995	False	True	False	1	0
120766140	True	False	True	1	1
106480199	True	False	True	1	1
102724178	False	True	False	1	0
282790	True	False	True	1	1
100419029	False	True	False	1	0
124902988	True	False	True	1	1
101928937	False	True	False	1	0
105369779	True	False	True	1	1
100286844	True	False	True	1	1
100420424	False	True	False	1	0
100422529	True	False	True	1	1
130075	False	True	False	1	0
102723757	True	False	True	1	1
105370414	True	False	True	1	1
102723619	True	False	True	1	1
105369897	True	False	True	1	1
643246	True	False	True	1	1
100128681	True	False	True	1	1
100506099	True	False	True	1	1
111082964	False	True	False	1	0
101928137	True	False	True	1	1
101060021	False	True	False	1	0
100420186	False	True	False	1	0
283332	True	False	True	1	1
101929162	True	False	True	1	1
105369730	True	False	True	1	1
139281645	True	False	True	1	1
105369736	False	True	False	1	0
283432	True	False	True	1	1
102724933	True	False	True	1	1
105369893	True	False	True	1	1
124902995	True	False	True	1	1
100129589	False	True	False	1	0
105369860	False	True	False	1	0
136541	False	True	False	1	0
23601	True	False	True	1	1
100506869	True	False	True	1	1
100873348	False	True	False	1	0
105369980	True	False	True	1	1
390345	True	False	True	1	1
124903026	False	True	False	1	0
100132126	False	True	False	1	0
101928731	True	False	True	1	1
81114	False	True	False	1	0
283404	True	False	True	1	1
91612	True	False	True	1	1
105369920	False	True	False	1	0
107984548	True	False	True	1	1
124944	True	False	True	1	1
100128674	True	False	True	1	1
105369740	True	False	True	1	1
101927267	True	False	True	1	1
105369921	True	False	True	1	1
317778	False	True	False	1	0
100418983	False	True	False	1	0
51750	True	False	True	1	1
100288129	False	True	False	1	0
100533628	True	False	True	1	1
100532746	True	False	True	1	1
100506999	True	False	True	1	1
100533717	False	True	False	1	0
147660	True	False	True	1	1
105370509	True	False	True	1	1
105370586	True	False	True	1	1
646548	True	False	True	1	1
81116	False	True	False	1	0
105370600	False	True	False	1	0
64146	True	False	True	1	1
100287335	False	True	False	1	0
124903037	True	False	True	1	1
493901	False	True	False	1	0
401742	False	True	False	1	0
100419503	False	True	False	1	0
283624	True	False	True	1	1
100422493	False	True	False	1	0
116435281	True	False	True	1	1
79334	False	True	False	1	0
100131302	False	True	False	1	0
105370404	True	False	True	1	1
105370409	False	True	False	1	0
390438	False	True	False	1	0
101929718	True	False	True	1	1
283553	True	False	True	1	1
105371008	True	False	True	1	1
246777	True	False	True	1	1
105370993	True	False	True	1	1
403226	False	True	False	1	0
64150	True	False	True	1	1
101929002	True	False	True	1	1
319117	True	False	True	1	1
105370540	False	True	False	1	0
100420765	False	True	False	1	0
100422225	True	False	True	1	1
145200	True	False	True	1	1
100506071	True	False	True	1	1
105370460	True	False	True	1	1
102724338	False	True	False	1	0
101928969	True	False	True	1	1
100419930	False	True	False	1	0
100505967	True	False	True	1	1
81115	False	True	False	1	0
101926928	True	False	True	1	1
105370524	True	False	True	1	1
101730217	True	False	True	1	1
100652792	False	True	False	1	0
79322	False	True	False	1	0
728169	False	True	False	1	0
101929107	True	False	True	1	1
254028	True	False	True	1	1
102723742	True	False	True	1	1
283592	True	False	True	1	1
100506498	True	False	True	1	1
100131950	True	False	True	1	1
445372	True	False	True	1	1
390502	False	True	False	1	0
105370578	True	False	True	1	1
100885779	False	True	False	1	0
145370	True	False	True	1	1
105370479	True	False	True	1	1
283562	True	False	True	1	1
